v025,state,id,variable,mean
1,himachal pradesh,S09,nfhs4s_urban,80.36244422564707
1,himachal pradesh,S10,nfhs4s_urban,90.04793811512563
1,himachal pradesh,S12,nfhs4s_urban,22.018310114639608
1,jammu and kashmir,S86,nfhs4s_urban,7.604949829237187
1,jammu and kashmir,S88,nfhs4s_urban,40.88840795841557
1,jammu and kashmir,S99,nfhs4s_urban,5.07532850519429
1,jammu and kashmir,S100,nfhs4s_urban,3.8443617597950017
1,jammu and kashmir,S101,nfhs4s_urban,10.259888210280138
1,jammu and kashmir,S105,nfhs4s_urban,13.730896033390708
1,jammu and kashmir,S106,nfhs4s_urban,2.90063867524338
1,jammu and kashmir,S107,nfhs4s_urban,20.556282686609936
1,jammu and kashmir,S14,nfhs4s_urban,77.49165467401447
1,jammu and kashmir,S16,nfhs4s_urban,49.39529941765606
1,jammu and kashmir,S20,nfhs4s_urban,15.15375701881602
1,jammu and kashmir,S20_rev,nfhs4s_urban,84.84624298118398
1,jammu and kashmir,S128,nfhs4s_urban,1.5798111347739496
1,jammu and kashmir,S130,nfhs4s_urban,0.12759080534810438
1,jammu and kashmir,S15,nfhs4s_urban,86.81969515145089
1,jammu and kashmir,S17,nfhs4s_urban,55.18476028230138
1,jammu and kashmir,S87,nfhs4s_urban,7.281210420927725
1,jammu and kashmir,S89,nfhs4s_urban,31.643920122936525
1,jammu and kashmir,S129,nfhs4s_urban,36.00533076645657
1,jammu and kashmir,S131,nfhs4s_urban,9.628963704140858
1,jammu and kashmir,S102,nfhs4s_urban,5.410100212836431
1,jammu and kashmir,S103,nfhs4s_urban,5.474864706732327
1,jammu and kashmir,S104,nfhs4s_urban,13.493431386537527
1,jammu and kashmir,S108,nfhs4s_urban,16.231825833657062
1,jammu and kashmir,S109,nfhs4s_urban,4.5922339720238705
1,jammu and kashmir,S110,nfhs4s_urban,20.262144897771364
1,jammu and kashmir,S81,nfhs4s_urban,22.86600077097688
1,jammu and kashmir,S82,nfhs4s_urban,16.419792890759215
1,jammu and kashmir,S83,nfhs4s_urban,11.459361823864791
1,jammu and kashmir,S84,nfhs4s_urban,17.241199607992478
1,jammu and kashmir,S85,nfhs4s_urban,7.906821126215668
1,jammu and kashmir,S92,nfhs4s_urban,49.81252558404641
1,jammu and kashmir,S07,nfhs4s_urban,99.6618427263238
1,jammu and kashmir,S08,nfhs4s_urban,98.26095837656305
1,jammu and kashmir,S09,nfhs4s_urban,72.48956794020958
1,jammu and kashmir,S10,nfhs4s_urban,91.15823616276194
1,jammu and kashmir,S12,nfhs4s_urban,5.967000609426755
1,jharkhand,S86,nfhs4s_urban,21.613093647012942
1,jharkhand,S88,nfhs4s_urban,21.61207560399634
1,jharkhand,S99,nfhs4s_urban,3.5239365801495914
1,jharkhand,S100,nfhs4s_urban,3.2564105315668703
1,jharkhand,S101,nfhs4s_urban,7.29780734416582
1,jharkhand,S105,nfhs4s_urban,7.761400172969666
1,jharkhand,S106,nfhs4s_urban,2.7146682419881882
1,jharkhand,S107,nfhs4s_urban,10.950400869300182
1,jharkhand,S14,nfhs4s_urban,78.95640590107631
1,jharkhand,S16,nfhs4s_urban,51.07000417791882
1,jharkhand,S20,nfhs4s_urban,24.354297663244143
1,jharkhand,S20_rev,nfhs4s_urban,75.64570233675586
1,jharkhand,S128,nfhs4s_urban,3.3283611784006366
1,jharkhand,S130,nfhs4s_urban,0.6347377248240033
1,jharkhand,S15,nfhs4s_urban,87.96140934309855
1,jharkhand,S17,nfhs4s_urban,56.960682943706274
1,jharkhand,S87,nfhs4s_urban,18.62031239843389
1,jharkhand,S89,nfhs4s_urban,20.783386670010344
1,jharkhand,S129,nfhs4s_urban,45.05823914317296
1,jharkhand,S131,nfhs4s_urban,32.99919452083926
1,jharkhand,S102,nfhs4s_urban,6.519377995434112
1,jharkhand,S103,nfhs4s_urban,4.429884298292274
1,jharkhand,S104,nfhs4s_urban,11.497172488931954
1,jharkhand,S108,nfhs4s_urban,12.979905681749687
1,jharkhand,S109,nfhs4s_urban,3.9683305022087194
1,jharkhand,S110,nfhs4s_urban,16.597705861005043
1,jharkhand,S81,nfhs4s_urban,33.84680425224913
1,jharkhand,S82,nfhs4s_urban,26.728779509669426
1,jharkhand,S83,nfhs4s_urban,13.523527414050928
1,jharkhand,S84,nfhs4s_urban,39.45977437725974
1,jharkhand,S85,nfhs4s_urban,1.7987730599155114
1,jharkhand,S92,nfhs4s_urban,63.38635106765652
1,jharkhand,S07,nfhs4s_urban,97.10317998025928
1,jharkhand,S08,nfhs4s_urban,90.43030254606043
1,jharkhand,S09,nfhs4s_urban,60.328781656047006
1,jharkhand,S10,nfhs4s_urban,55.48760662567408
1,jharkhand,S12,nfhs4s_urban,13.783514454294451
1,karnataka,S86,nfhs4s_urban,16.21168887302077
1,karnataka,S88,nfhs4s_urban,31.726127521911113
1,karnataka,S99,nfhs4s_urban,3.989710299179193
1,karnataka,S100,nfhs4s_urban,4.3390983669647145
1,karnataka,S101,nfhs4s_urban,11.446556371404002
1,karnataka,S105,nfhs4s_urban,9.398010586984846
1,karnataka,S106,nfhs4s_urban,3.787227054360302
1,karnataka,S107,nfhs4s_urban,13.37468968012866
1,karnataka,S14,nfhs4s_urban,81.82318206263785
1,karnataka,S16,nfhs4s_urban,58.87481857929646
1,karnataka,S20,nfhs4s_urban,27.39369768025594
1,karnataka,S20_rev,nfhs4s_urban,72.60630231974406
1,karnataka,S128,nfhs4s_urban,3.091854608638905
1,karnataka,S130,nfhs4s_urban,1.5885833128096813
1,karnataka,S15,nfhs4s_urban,89.24399291710937
1,karnataka,S17,nfhs4s_urban,67.01072993095384
1,karnataka,S87,nfhs4s_urban,12.898587487287461
1,karnataka,S89,nfhs4s_urban,30.74957960929656
1,karnataka,S129,nfhs4s_urban,33.55696351801838
1,karnataka,S131,nfhs4s_urban,30.54178739619566
1,karnataka,S102,nfhs4s_urban,4.621906651689524
1,karnataka,S103,nfhs4s_urban,6.1632928669982014
1,karnataka,S104,nfhs4s_urban,13.73610885366424
1,karnataka,S108,nfhs4s_urban,17.81372360834476
1,karnataka,S109,nfhs4s_urban,4.541831444188734
1,karnataka,S110,nfhs4s_urban,20.925736792154602
1,karnataka,S81,nfhs4s_urban,32.43837306457622
1,karnataka,S82,nfhs4s_urban,24.92702636342295
1,karnataka,S83,nfhs4s_urban,13.418432128383206
1,karnataka,S84,nfhs4s_urban,31.408608226204876
1,karnataka,S85,nfhs4s_urban,2.2450582015151834
1,karnataka,S92,nfhs4s_urban,57.25462792064142
1,karnataka,S07,nfhs4s_urban,99.13945549519707
1,karnataka,S08,nfhs4s_urban,97.48354926928047
1,karnataka,S09,nfhs4s_urban,78.23956221944697
1,karnataka,S10,nfhs4s_urban,84.39731143344169
1,karnataka,S12,nfhs4s_urban,23.639142525393154
1,kerala,S86,nfhs4s_urban,9.030182253246497
1,kerala,S88,nfhs4s_urban,33.47374774790672
1,kerala,S99,nfhs4s_urban,4.382535488570947
1,kerala,S100,nfhs4s_urban,4.923690670581488
1,kerala,S101,nfhs4s_urban,10.921887494070774
1,kerala,S105,nfhs4s_urban,6.171691774594951
1,kerala,S106,nfhs4s_urban,1.641533466562301
1,kerala,S107,nfhs4s_urban,9.692679273192006
1,kerala,S14,nfhs4s_urban,98.44248300934328
1,kerala,S16,nfhs4s_urban,74.08672416958039
1,kerala,S20,nfhs4s_urban,33.531244449474414
1,kerala,S20_rev,nfhs4s_urban,66.46875555052559
1,kerala,S128,nfhs4s_urban,0.14060598692184578
1,kerala,S130,nfhs4s_urban,2.349649390000949
1,kerala,S15,nfhs4s_urban,98.3806920320004
1,kerala,S17,nfhs4s_urban,70.99863891529378
1,kerala,S87,nfhs4s_urban,7.575154814502468
1,kerala,S89,nfhs4s_urban,31.42065703608367
1,kerala,S129,nfhs4s_urban,24.839990016099264
1,kerala,S131,nfhs4s_urban,34.111687270930126
1,kerala,S102,nfhs4s_urban,11.611342157229334
1,kerala,S103,nfhs4s_urban,5.393866952205773
1,kerala,S104,nfhs4s_urban,19.599600320407575
1,kerala,S108,nfhs4s_urban,9.40410684926511
1,kerala,S109,nfhs4s_urban,2.304491674516396
1,kerala,S110,nfhs4s_urban,12.75196025886373
1,kerala,S81,nfhs4s_urban,19.792722531094824
1,kerala,S82,nfhs4s_urban,15.81352477799446
1,kerala,S83,nfhs4s_urban,6.635545200735829
1,kerala,S84,nfhs4s_urban,15.321050957388968
1,kerala,S85,nfhs4s_urban,4.221311507241693
1,kerala,S92,nfhs4s_urban,35.374765660953244
1,kerala,S07,nfhs4s_urban,99.5802253828294
1,kerala,S08,nfhs4s_urban,96.00465933055568
1,kerala,S09,nfhs4s_urban,98.82864449133683
1,kerala,S10,nfhs4s_urban,65.33595764277773
1,kerala,S12,nfhs4s_urban,45.56853505512696
1,ladakh,S86,nfhs4s_urban,9.173879388205721
1,ladakh,S88,nfhs4s_urban,20.657192226702513
1,ladakh,S99,nfhs4s_urban,0.7298500745599639
1,ladakh,S100,nfhs4s_urban,1.747873836037737
1,ladakh,S101,nfhs4s_urban,3.4663688858543438
1,ladakh,S105,nfhs4s_urban,5.591019097413301
1,ladakh,S106,nfhs4s_urban,2.394440297872621
1,ladakh,S107,nfhs4s_urban,8.2920312556185
1,ladakh,S14,nfhs4s_urban,79.37948472561173
1,ladakh,S16,nfhs4s_urban,60.20045947346825
1,ladakh,S20,nfhs4s_urban,22.263850778960776
1,ladakh,S20_rev,nfhs4s_urban,77.73614922103923
1,ladakh,S128,nfhs4s_urban,0.14661239552512795
1,ladakh,S130,nfhs4s_urban,3.1487565600501046
1,ladakh,S15,nfhs4s_urban,90.18137843510988
1,ladakh,S17,nfhs4s_urban,70.54928127744809
1,ladakh,S87,nfhs4s_urban,14.372137628002946
1,ladakh,S89,nfhs4s_urban,24.255473188199854
1,ladakh,S129,nfhs4s_urban,16.954472773270073
1,ladakh,S131,nfhs4s_urban,15.09890142036304
1,ladakh,S102,nfhs4s_urban,2.857551961721738
1,ladakh,S103,nfhs4s_urban,1.1865338440467232
1,ladakh,S104,nfhs4s_urban,4.044085805768462
1,ladakh,S108,nfhs4s_urban,14.945841517238318
1,ladakh,S109,nfhs4s_urban,4.184160602271575
1,ladakh,S110,nfhs4s_urban,16.92448234126198
1,ladakh,S81,nfhs4s_urban,23.25734789666535
1,ladakh,S82,nfhs4s_urban,14.737024487910055
1,ladakh,S83,nfhs4s_urban,6.469636984625978
1,ladakh,S84,nfhs4s_urban,18.703513285800998
1,ladakh,S85,nfhs4s_urban,4.140205288953715
1,ladakh,S92,nfhs4s_urban,90.19157799170252
1,ladakh,S07,nfhs4s_urban,100
1,ladakh,S08,nfhs4s_urban,90.3199286564673
1,ladakh,S09,nfhs4s_urban,61.45971212539608
1,ladakh,S10,nfhs4s_urban,94.6286566977907
1,ladakh,S12,nfhs4s_urban,2.7777893116527563
1,lakshadweep,S86,nfhs4s_urban,12.159429837241937
1,lakshadweep,S88,nfhs4s_urban,42.38199617658349
1,lakshadweep,S99,nfhs4s_urban,7.972988018503971
1,lakshadweep,S100,nfhs4s_urban,5.40095230777154
1,lakshadweep,S101,nfhs4s_urban,13.830378997074375
1,lakshadweep,S105,nfhs4s_urban,9.584667016939923
1,lakshadweep,S106,nfhs4s_urban,4.526040461176073
1,lakshadweep,S107,nfhs4s_urban,14.247877631057001
1,lakshadweep,S14,nfhs4s_urban,95.66569218530678
1,lakshadweep,S16,nfhs4s_urban,57.96273753437369
1,lakshadweep,S20,nfhs4s_urban,33.60982415578761
1,lakshadweep,S20_rev,nfhs4s_urban,66.3901758442124
1,lakshadweep,S128,nfhs4s_urban,15.216461753290272
1,lakshadweep,S130,nfhs4s_urban,0
1,lakshadweep,S15,nfhs4s_urban,99.28151815805174
1,lakshadweep,S17,nfhs4s_urban,75.04630670522636
1,lakshadweep,S87,nfhs4s_urban,7.46664880901649
1,lakshadweep,S89,nfhs4s_urban,26.549029396127327
1,lakshadweep,S129,nfhs4s_urban,25.634940804932597
1,lakshadweep,S131,nfhs4s_urban,6.391366571321583
1,lakshadweep,S102,nfhs4s_urban,7.845215265857022
1,lakshadweep,S103,nfhs4s_urban,8.258313259763666
1,lakshadweep,S104,nfhs4s_urban,16.10352852562069
1,lakshadweep,S108,nfhs4s_urban,10.513235030431971
1,lakshadweep,S109,nfhs4s_urban,3.023815019730844
1,lakshadweep,S110,nfhs4s_urban,13.606278213389986
1,lakshadweep,S81,nfhs4s_urban,27.128270860036892
1,lakshadweep,S82,nfhs4s_urban,13.214962328445932
1,lakshadweep,S83,nfhs4s_urban,6.242796552766229
1,lakshadweep,S84,nfhs4s_urban,22.568668521586897
1,lakshadweep,S85,nfhs4s_urban,1.961515615718886
1,lakshadweep,S92,nfhs4s_urban,50.71716999788147
1,lakshadweep,S07,nfhs4s_urban,99.94235681430719
1,lakshadweep,S08,nfhs4s_urban,90.81448327510341
1,lakshadweep,S09,nfhs4s_urban,99.6555205680624
1,lakshadweep,S10,nfhs4s_urban,36.56471037526946
1,lakshadweep,S12,nfhs4s_urban,3.649215077206914
1,madhya pradesh,S86,nfhs4s_urban,20.54677594298584
1,madhya pradesh,S88,nfhs4s_urban,23.669403500657403
1,madhya pradesh,S99,nfhs4s_urban,3.5599673789309305
1,madhya pradesh,S100,nfhs4s_urban,3.148040544860315
1,madhya pradesh,S101,nfhs4s_urban,7.423113533639612
1,madhya pradesh,S105,nfhs4s_urban,8.216882568968375
1,madhya pradesh,S106,nfhs4s_urban,2.678528621229458
1,madhya pradesh,S107,nfhs4s_urban,12.165933888534287
1,madhya pradesh,S14,nfhs4s_urban,77.46523099931748
1,madhya pradesh,S16,nfhs4s_urban,43.578495563701935
1,madhya pradesh,S20,nfhs4s_urban,30.02168895894894
1,madhya pradesh,S20_rev,nfhs4s_urban,69.97831104105107
1,madhya pradesh,S128,nfhs4s_urban,6.450888315394167
1,madhya pradesh,S130,nfhs4s_urban,0.5515037028680453
1,madhya pradesh,S15,nfhs4s_urban,88.15915366454692
1,madhya pradesh,S17,nfhs4s_urban,50.20885894781733
1,madhya pradesh,S87,nfhs4s_urban,21.87738267465395
1,madhya pradesh,S89,nfhs4s_urban,18.449175893955626
1,madhya pradesh,S129,nfhs4s_urban,53.86085594171996
1,madhya pradesh,S131,nfhs4s_urban,28.28608737645218
1,madhya pradesh,S102,nfhs4s_urban,5.061591115564649
1,madhya pradesh,S103,nfhs4s_urban,4.664910656149668
1,madhya pradesh,S104,nfhs4s_urban,10.328127544012808
1,madhya pradesh,S108,nfhs4s_urban,13.704643241299227
1,madhya pradesh,S109,nfhs4s_urban,4.551423081713458
1,madhya pradesh,S110,nfhs4s_urban,17.94664871658829
1,madhya pradesh,S81,nfhs4s_urban,37.418871382587774
1,madhya pradesh,S82,nfhs4s_urban,22.037943058087293
1,madhya pradesh,S83,nfhs4s_urban,15.905796399664748
1,madhya pradesh,S84,nfhs4s_urban,36.453600791610455
1,madhya pradesh,S85,nfhs4s_urban,2.4020338627161504
1,madhya pradesh,S92,nfhs4s_urban,66.09377958963964
1,madhya pradesh,S07,nfhs4s_urban,98.22136024200033
1,madhya pradesh,S08,nfhs4s_urban,97.93338905815489
1,madhya pradesh,S09,nfhs4s_urban,68.50363504199143
1,madhya pradesh,S10,nfhs4s_urban,75.05165231036372
1,madhya pradesh,S12,nfhs4s_urban,23.21656238616535
1,maharashtra,S86,nfhs4s_urban,16.765470770737664
1,maharashtra,S88,nfhs4s_urban,32.300920671084384
1,maharashtra,S99,nfhs4s_urban,3.253199666776918
1,maharashtra,S100,nfhs4s_urban,2.79312243396541
1,maharashtra,S101,nfhs4s_urban,6.834659881628567
1,maharashtra,S105,nfhs4s_urban,9.603854021129878
1,maharashtra,S106,nfhs4s_urban,2.7432958480158347
1,maharashtra,S107,nfhs4s_urban,13.418791699907853
1,maharashtra,S14,nfhs4s_urban,85.9363964123115
1,maharashtra,S16,nfhs4s_urban,51.60734400172953
1,maharashtra,S20,nfhs4s_urban,25.626649724849653
1,maharashtra,S20_rev,nfhs4s_urban,74.37335027515034
1,maharashtra,S128,nfhs4s_urban,4.241265922641343
1,maharashtra,S130,nfhs4s_urban,0.2339692320507558
1,maharashtra,S15,nfhs4s_urban,93.68350354795642
1,maharashtra,S17,nfhs4s_urban,57.06836202653059
1,maharashtra,S87,nfhs4s_urban,13.757025704724596
1,maharashtra,S89,nfhs4s_urban,31.727549278316854
1,maharashtra,S129,nfhs4s_urban,34.82828619734972
1,maharashtra,S131,nfhs4s_urban,23.142704348684234
1,maharashtra,S102,nfhs4s_urban,4.099176033037621
1,maharashtra,S103,nfhs4s_urban,3.1157429834180945
1,maharashtra,S104,nfhs4s_urban,7.863784605412164
1,maharashtra,S108,nfhs4s_urban,17.727651134456686
1,maharashtra,S109,nfhs4s_urban,5.702221334804767
1,maharashtra,S110,nfhs4s_urban,21.816987689051473
1,maharashtra,S81,nfhs4s_urban,29.37189405061882
1,maharashtra,S82,nfhs4s_urban,24.784370989328185
1,maharashtra,S83,nfhs4s_urban,9.970816924684026
1,maharashtra,S84,nfhs4s_urban,30.84373437897042
1,maharashtra,S85,nfhs4s_urban,1.8262277065945676
1,maharashtra,S92,nfhs4s_urban,53.48735672045619
1,maharashtra,S07,nfhs4s_urban,95.80620403161436
1,maharashtra,S08,nfhs4s_urban,99.13656032417492
1,maharashtra,S09,nfhs4s_urban,60.30764207243029
1,maharashtra,S10,nfhs4s_urban,87.94074240269434
1,maharashtra,S12,nfhs4s_urban,16.29586362480135
1,manipur,S86,nfhs4s_urban,8.430186730218066
1,manipur,S88,nfhs4s_urban,31.269128281431378
1,manipur,S99,nfhs4s_urban,5.6120346005775055
1,manipur,S100,nfhs4s_urban,3.8222649042798387
1,manipur,S101,nfhs4s_urban,9.84587315378999
1,manipur,S105,nfhs4s_urban,11.942534413366541
1,manipur,S106,nfhs4s_urban,3.9179288373880787
1,manipur,S107,nfhs4s_urban,15.336727235782172
1,manipur,S14,nfhs4s_urban,89.90766161506028
1,manipur,S16,nfhs4s_urban,56.96778172528142
1,manipur,S20,nfhs4s_urban,22.904224503889246
1,manipur,S20_rev,nfhs4s_urban,77.09577549611075
1,manipur,S128,nfhs4s_urban,46.032909068091904
1,manipur,S130,nfhs4s_urban,6.208734888520821
1,manipur,S15,nfhs4s_urban,97.51362723052522
1,manipur,S17,nfhs4s_urban,63.39558221379051
1,manipur,S87,nfhs4s_urban,11.573186188450032
1,manipur,S89,nfhs4s_urban,22.801155136489548
1,manipur,S129,nfhs4s_urban,66.50118420039908
1,manipur,S131,nfhs4s_urban,54.12246176033817
1,manipur,S102,nfhs4s_urban,6.065063247853709
1,manipur,S103,nfhs4s_urban,5.096142556465533
1,manipur,S104,nfhs4s_urban,11.91803326083623
1,manipur,S108,nfhs4s_urban,25.62564065908083
1,manipur,S109,nfhs4s_urban,5.625069905059976
1,manipur,S110,nfhs4s_urban,28.636749256975612
1,manipur,S81,nfhs4s_urban,24.164332276419888
1,manipur,S82,nfhs4s_urban,6.553672307189154
1,manipur,S83,nfhs4s_urban,6.756106975398993
1,manipur,S84,nfhs4s_urban,13.185705310836845
1,manipur,S85,nfhs4s_urban,2.5830567013938284
1,manipur,S92,nfhs4s_urban,24.765408761853973
1,manipur,S07,nfhs4s_urban,96.25310488478264
1,manipur,S08,nfhs4s_urban,79.4328195815408
1,manipur,S09,nfhs4s_urban,50.968440641003696
1,manipur,S10,nfhs4s_urban,63.437503186371494
1,manipur,S12,nfhs4s_urban,3.4599573434174946
1,meghalaya,S86,nfhs4s_urban,11.362105309861779
1,meghalaya,S88,nfhs4s_urban,18.31495720502046
1,meghalaya,S99,nfhs4s_urban,3.1887102890061505
1,meghalaya,S100,nfhs4s_urban,2.620724400749391
1,meghalaya,S101,nfhs4s_urban,6.240491071602519
1,meghalaya,S105,nfhs4s_urban,7.842343348466005
1,meghalaya,S106,nfhs4s_urban,3.460732406802531
1,meghalaya,S107,nfhs4s_urban,13.280698178480943
1,meghalaya,S14,nfhs4s_urban,93.37747406749106
1,meghalaya,S16,nfhs4s_urban,59.41908384053076
1,meghalaya,S20,nfhs4s_urban,14.771729430830488
1,meghalaya,S20_rev,nfhs4s_urban,85.22827056916951
1,meghalaya,S128,nfhs4s_urban,28.579724565420566
1,meghalaya,S130,nfhs4s_urban,3.0435485469592445
1,meghalaya,S15,nfhs4s_urban,94.28466584980117
1,meghalaya,S17,nfhs4s_urban,55.1747438469305
1,meghalaya,S87,nfhs4s_urban,12.912779416571166
1,meghalaya,S89,nfhs4s_urban,19.055333295638786
1,meghalaya,S129,nfhs4s_urban,66.5839178749549
1,meghalaya,S131,nfhs4s_urban,40.08552190618654
1,meghalaya,S102,nfhs4s_urban,4.211667790202369
1,meghalaya,S103,nfhs4s_urban,5.358965046541897
1,meghalaya,S104,nfhs4s_urban,9.570632836744265
1,meghalaya,S108,nfhs4s_urban,17.714193720177036
1,meghalaya,S109,nfhs4s_urban,3.686201623349307
1,meghalaya,S110,nfhs4s_urban,20.712314081755487
1,meghalaya,S81,nfhs4s_urban,36.49177188900997
1,meghalaya,S82,nfhs4s_urban,13.68298276401713
1,meghalaya,S83,nfhs4s_urban,12.881252435391474
1,meghalaya,S84,nfhs4s_urban,22.90072576571757
1,meghalaya,S85,nfhs4s_urban,2.9517576311473963
1,meghalaya,S92,nfhs4s_urban,42.54897226212438
1,meghalaya,S07,nfhs4s_urban,98.86163031069329
1,meghalaya,S08,nfhs4s_urban,90.39896375302511
1,meghalaya,S09,nfhs4s_urban,71.029902654202
1,meghalaya,S10,nfhs4s_urban,65.79114619025728
1,meghalaya,S12,nfhs4s_urban,23.30169003997866
1,mizoram,S86,nfhs4s_urban,7.533665807080668
1,mizoram,S88,nfhs4s_urban,26.789836518380035
1,mizoram,S99,nfhs4s_urban,5.3230894199575305
1,mizoram,S100,nfhs4s_urban,4.636480789268014
1,mizoram,S101,nfhs4s_urban,10.352689779439443
1,mizoram,S105,nfhs4s_urban,10.381395825157052
1,mizoram,S106,nfhs4s_urban,3.052889293254067
1,mizoram,S107,nfhs4s_urban,14.19053689901192
1,mizoram,S14,nfhs4s_urban,98.57309694129297
1,mizoram,S16,nfhs4s_urban,51.97063501053365
1,mizoram,S20,nfhs4s_urban,14.50765705930284
1,mizoram,S20_rev,nfhs4s_urban,85.49234294069716
1,mizoram,S128,nfhs4s_urban,59.2139275972356
1,mizoram,S130,nfhs4s_urban,6.707953244970256
1,mizoram,S15,nfhs4s_urban,98.52067276564406
1,mizoram,S17,nfhs4s_urban,52.28742889056932
1,mizoram,S87,nfhs4s_urban,5.742862134963154
1,mizoram,S89,nfhs4s_urban,29.307239493930776
1,mizoram,S129,nfhs4s_urban,82.71206994548483
1,mizoram,S131,nfhs4s_urban,52.69229225667107
1,mizoram,S102,nfhs4s_urban,6.4424893632764535
1,mizoram,S103,nfhs4s_urban,5.0182388472590365
1,mizoram,S104,nfhs4s_urban,11.701563711569635
1,mizoram,S108,nfhs4s_urban,17.519976461968927
1,mizoram,S109,nfhs4s_urban,6.70673484345712
1,mizoram,S110,nfhs4s_urban,21.143581605610596
1,mizoram,S81,nfhs4s_urban,22.87288358280595
1,mizoram,S82,nfhs4s_urban,4.5311960004248375
1,mizoram,S83,nfhs4s_urban,6.053135114799861
1,mizoram,S84,nfhs4s_urban,8.47805533021055
1,mizoram,S85,nfhs4s_urban,5.285418254273641
1,mizoram,S92,nfhs4s_urban,13.92812163274853
1,mizoram,S07,nfhs4s_urban,99.75672405630856
1,mizoram,S08,nfhs4s_urban,97.8637382408405
1,mizoram,S09,nfhs4s_urban,92.23544916303172
1,mizoram,S10,nfhs4s_urban,92.88680806228147
1,mizoram,S12,nfhs4s_urban,43.44444374437587
1,nagaland,S86,nfhs4s_urban,12.914149253637211
1,nagaland,S88,nfhs4s_urban,20.6312507701515
1,nagaland,S99,nfhs4s_urban,4.573499941559488
1,nagaland,S100,nfhs4s_urban,2.774807977927525
1,nagaland,S101,nfhs4s_urban,7.809952579266072
1,nagaland,S105,nfhs4s_urban,15.489208995131614
1,nagaland,S106,nfhs4s_urban,6.98780123842351
1,nagaland,S107,nfhs4s_urban,20.752751242851662
1,nagaland,S14,nfhs4s_urban,89.9397781828476
1,nagaland,S16,nfhs4s_urban,51.088554273164974
1,nagaland,S20,nfhs4s_urban,13.612935549087462
1,nagaland,S20_rev,nfhs4s_urban,86.38706445091255
1,nagaland,S128,nfhs4s_urban,33.06116897278664
1,nagaland,S130,nfhs4s_urban,4.720512463299007
1,nagaland,S15,nfhs4s_urban,93.43891476779206
1,nagaland,S17,nfhs4s_urban,55.639532948948236
1,nagaland,S87,nfhs4s_urban,12.65035210364663
1,nagaland,S89,nfhs4s_urban,17.951691367874385
1,nagaland,S129,nfhs4s_urban,69.53275182323544
1,nagaland,S131,nfhs4s_urban,40.67282599451738
1,nagaland,S102,nfhs4s_urban,5.194145183990907
1,nagaland,S103,nfhs4s_urban,5.303510949732008
1,nagaland,S104,nfhs4s_urban,10.99827829074716
1,nagaland,S108,nfhs4s_urban,27.640381330800263
1,nagaland,S109,nfhs4s_urban,9.703942346354701
1,nagaland,S110,nfhs4s_urban,34.41113785444228
1,nagaland,S81,nfhs4s_urban,22.494510934325763
1,nagaland,S82,nfhs4s_urban,10.062329893464002
1,nagaland,S83,nfhs4s_urban,7.712111564797093
1,nagaland,S84,nfhs4s_urban,13.627565711458184
1,nagaland,S85,nfhs4s_urban,2.23437390100432
1,nagaland,S92,nfhs4s_urban,21.951734890674956
1,nagaland,S07,nfhs4s_urban,99.59591120396301
1,nagaland,S08,nfhs4s_urban,84.03889390440844
1,nagaland,S09,nfhs4s_urban,71.12589664621497
1,nagaland,S10,nfhs4s_urban,67.23565199098852
1,nagaland,S12,nfhs4s_urban,4.348719808680221
1,odisha,S86,nfhs4s_urban,15.794279252880813
1,odisha,S88,nfhs4s_urban,32.02775104363712
1,odisha,S99,nfhs4s_urban,3.8807607794821375
1,odisha,S100,nfhs4s_urban,4.231884670464393
1,odisha,S101,nfhs4s_urban,9.506063866266674
1,odisha,S105,nfhs4s_urban,9.93387098742505
1,odisha,S106,nfhs4s_urban,3.3238279478961616
1,odisha,S107,nfhs4s_urban,15.649553096613463
1,odisha,S14,nfhs4s_urban,80.65421485189671
1,odisha,S16,nfhs4s_urban,43.878161537524875
1,odisha,S20,nfhs4s_urban,26.375527578524167
1,odisha,S20_rev,nfhs4s_urban,73.62447242147583
1,odisha,S128,nfhs4s_urban,10.018163491739777
1,odisha,S130,nfhs4s_urban,1.2976236514565098
1,odisha,S15,nfhs4s_urban,92.5619221252462
1,odisha,S17,nfhs4s_urban,55.43276419107157
1,odisha,S87,nfhs4s_urban,11.926492886095101
1,odisha,S89,nfhs4s_urban,32.53955292954086
1,odisha,S129,nfhs4s_urban,46.43578373510692
1,odisha,S131,nfhs4s_urban,32.49019824901999
1,odisha,S102,nfhs4s_urban,4.507317409725507
1,odisha,S103,nfhs4s_urban,7.536477922049653
1,odisha,S104,nfhs4s_urban,13.66002076938993
1,odisha,S108,nfhs4s_urban,19.1611004082231
1,odisha,S109,nfhs4s_urban,5.678636674336208
1,odisha,S110,nfhs4s_urban,22.908858132947884
1,odisha,S81,nfhs4s_urban,27.00661597620144
1,odisha,S82,nfhs4s_urban,17.126850548476575
1,odisha,S83,nfhs4s_urban,10.722538547573588
1,odisha,S84,nfhs4s_urban,26.079146699712258
1,odisha,S85,nfhs4s_urban,4.645850916669639
1,odisha,S92,nfhs4s_urban,38.07082616683826
1,odisha,S07,nfhs4s_urban,94.83388306748857
1,odisha,S08,nfhs4s_urban,96.04801843775765
1,odisha,S09,nfhs4s_urban,60.95381844761446
1,odisha,S10,nfhs4s_urban,60.94985244360217
1,odisha,S12,nfhs4s_urban,27.32790993257045
